"명호","단축명호","등록번호","생년월일","산차","검정일","최근분만일","최근건유일","누적착유일수","유량","유지율","유단백질","무지고형분율","체세포수천","mun","x305일유량","x305일유지량","x305일유단백","x305일무지고형분량","성년형유량","성년형유지량","성년형유단백량","성년형무지고형분량","분만난이","가수제코드","가수제일자","농후사료비","농후사료급여량","공태일수","최종수정일자","촤종수정횟수","최종수정정액코드","체점수","분만후첫수정일까지일수","전산차비유지속성","현재산차비유지속성","비유최고도달일수","비유후기최고유량","비유초기평균유지율","비유초기평균단백율","비유초기평균Mun","최고유량체세포","건유전마지막유량","전산차건유전유량"
196,"302",501072392,"2015-01-16",2,"2018-06-14","2018-01-04",NA,161,41.8,3.38,2.94,8.75,129,8.6,10799,421,370,1003,11081,439,395,1075,1,81,"2018-01-04",2600,10,148,"2018-06-01",2,NA,NA,44,81.9,0,39,44.4,3.72,3.31,8,83,59,29
310,"309",501089893,"2015-06-01",1,"2018-06-14","2017-12-04",NA,192,38,3.61,3.1,8.92,46,11.1,10370,421,315,879,10744,443,338,942,1,81,"2017-12-04",2600,10,138,"2018-04-21",1,NA,NA,139,0,0,70,38.2,4.76,3.09,11,42,0,0
318,"335",501150339,"2016-07-02",1,"2018-06-14","2018-05-28",NA,17,23.4,4.25,3.11,8.91,40,8.9,0,0,0,0,0,0,0,0,1,81,"2018-05-28",2600,10,0,"2018-07-17",1,NA,NA,51,0,0,48,27.4,3.8,2.86,9,30,0,0
533,"376",500999291,"2013-12-09",3,"2018-06-14","2018-01-07",NA,158,40.6,4.16,3.06,8.81,20,12.6,11849,486,404,1103,11652,481,409,1123,1,82,"2018-01-07",2600,10,0,NA,NA,NA,NA,NA,88.2,0,36,47.8,3.86,3.38,9,18,56,29.2
412,"267",500998124,"2013-11-28",2,"2018-06-14","2017-03-10",NA,461,31.8,4.15,3.54,9.16,45,8.8,12776,468,412,1143,12865,484,430,1202,1,82,"2017-03-10",2600,10,346,"2018-02-19",6,NA,NA,92,78.2,78.1,98,54,3.54,3.2,8,8,68,25.8
444,"321",501111424,"2015-10-22",1,"2018-06-14","2018-05-16",NA,29,36,2.99,2.66,8.18,161,9.6,0,0,0,0,0,0,0,0,1,82,"2018-05-16",2600,10,0,NA,NA,NA,NA,NA,0,0,29,36,3.09,2.69,10,161,0,0
170,"303",501072395,"2015-01-18",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
350,"353",501178987,"2016-12-31",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
221,"358",501184509,"2017-03-10",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-06-03",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
54,"360",501184512,"2017-03-15",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-06-03",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
86,"377",501229864,"2017-11-11",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
391,"265",500998126,"2013-11-22",2,"2018-06-14","2017-11-05",NA,221,41.6,3.33,2.85,8.5,120,10.5,13137,468,430,1171,13140,468,437,1192,1,81,"2017-11-05",2600,10,144,"2018-03-29",2,NA,NA,92,60,47.3,41,56.2,3.59,3.32,13,19,61,21.8
246,"386",501032272,"2014-07-07",2,"2018-06-14","2017-08-29",NA,289,32.8,3.69,2.81,8.49,180,11.6,12834,445,384,1126,13976,488,423,1260,1,81,"2017-08-29",2600,10,109,"2017-12-16",1,NA,NA,110,0,61.4,52,53.4,3.51,2.89,12,11,59,36.2
223,"315",501101061,"2015-09-05",1,"2018-06-14","2017-10-10","2018-07-08",247,30.2,4.7,3.32,9.13,2982,8.8,9799,414,309,867,10670,455,344,969,1,81,"2017-10-10",2600,10,54,"2017-12-03",1,NA,NA,55,0,0,67,34.6,3.9,3.02,11,20,0,0
96,"318",501106074,"2015-09-21",1,"2018-06-14","2017-10-24",NA,233,27.4,3.26,3.25,8.91,156,8.3,8097,342,271,719,8817,376,302,803,1,81,"2017-10-24",2600,10,178,"2018-04-20",4,NA,NA,67,0,72.7,111,30.6,4.35,3.46,10,91,0,0
153,"334",501144516,"2016-06-10",1,"2018-06-14","2018-05-09",NA,36,32.6,2.91,2.5,7.69,29,11.3,0,0,0,0,0,0,0,0,1,81,"2018-05-09",2600,10,0,NA,NA,NA,NA,NA,0,0,36,32.6,3.19,2.72,11,29,0,0
352,"9999",501229813,"2015-10-01",1,"2018-06-14","2017-11-24",NA,202,29.8,3.35,3.11,9.02,35,7.9,8478,288,256,731,9038,312,281,802,1,81,"2017-11-24",2600,10,149,"2018-04-22",2,NA,NA,126,0,81.2,143,30.4,0,0,0,125,0,0
419,"216",500898486,"2011-09-12",4,"2018-06-14","2018-03-30",NA,76,39.2,4.22,2.42,8.18,12,11.5,11080,475,325,957,10704,466,321,941,1,82,"2018-03-30",2600,10,0,NA,NA,NA,NA,NA,97.7,0,50,47.4,4.39,2.95,14,21,64,22.6
259,"219",500899123,"2012-01-18",4,"2018-06-14","2017-03-13","2018-07-26",458,31.4,4.43,3.44,8.95,203,10.1,11819,476,375,1024,11356,467,372,1019,1,82,"2017-03-13",2600,10,295,"2018-01-02",6,NA,NA,71,61.6,80.6,33,49.2,4.47,3.31,11,70,0,25
316,"317",501101063,"2015-09-07",1,"2018-06-14","2017-08-12",NA,306,24.2,4.66,3.39,9.27,11,8.8,7437,350,258,701,8479,404,297,818,1,82,"2017-08-12",2600,10,183,"2018-02-11",2,NA,NA,93,0,91.6,96,28.8,4.35,3.24,10,52,0,0
2,"332",501134197,"2016-05-11",1,"2018-06-14","2018-04-25",NA,50,35.6,3.45,2.89,8.79,168,9.2,0,0,0,0,0,0,0,0,1,82,"2018-04-25",2600,10,0,NA,NA,NA,NA,NA,0,0,50,35.6,3.34,2.91,10,168,0,0
165,"296",501059907,"2014-11-01",2,"2018-06-14","2017-12-16",NA,180,36,3.87,3.27,9.33,17,8.2,9405,376,326,894,9463,382,337,925,1,87,"2017-12-16",2600,10,64,"2018-02-18",1,NA,NA,65,86.9,0,90,36.4,3.6,3.27,9,11,56,19
589,"205",500837340,"2011-01-20",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2012-11-07",5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
21,"257",500967428,"2013-06-05",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
135,"289",501044714,"2014-08-26",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
262,"341",501154215,"2016-07-29",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2017-10-20",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
416,"357",501184508,"2017-03-09",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-06-22",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
576,"368",501217223,"2017-08-12",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
411,"373",501229860,"2017-10-19",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
414,"380",501237384,"2017-12-23",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
577,"385",501237727,"2018-02-03",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
99,"346",501163882,"2016-10-14",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,NA,0,0,0,"2017-11-10",1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
122,"338",501154213,"2016-07-18",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,NA,0,0,0,"2017-10-20",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
129,"283",501033175,"2014-06-22",2,"2018-06-14","2017-06-24","2018-04-20",300,0,0,0,0,0,0,10044,347,311,889,10584,372,339,978,1,12,"2018-04-20",520,2,82,"2017-09-14",1,NA,NA,83,80.2,32.4,54,47.6,3.42,2.82,6,44,67,28.4
567,"311",501098026,"2015-07-12",1,"2018-06-14","2017-05-21","2018-05-20",364,0,0,0,0,0,0,9359,403,316,854,10613,471,366,1001,1,12,"2018-05-20",520,2,153,"2017-10-21",3,NA,NA,60,0,81.7,26,35.8,3.74,2.95,10,77,0,0
568,"188",500793060,"2010-05-03",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2011-12-05",3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
159,"218",500899122,"2012-01-07",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2013-11-22",3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
294,"278",501023542,"2014-04-04",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
307,"293",501046082,"2014-10-07",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
126,"300",501059813,"2014-12-05",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
309,"320",501106076,"2015-10-05",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
305,"350",501172228,"2016-12-03",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
341,"354",501184504,"2017-01-15",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
118,"356",501184506,"2017-02-11",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-07-13",2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
11,"363",501200370,"2017-06-04",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
78,"372",501216873,"2017-10-16",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
418,"367",501218270,"2017-07-28",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
40,"378",501229837,"2017-11-30",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
111,"376",501229863,"2017-11-03",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
354,"387",501237729,"2018-02-20",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
98,"390",501039344,"2014-08-02",2,"2018-06-14","2017-09-26","2018-06-13",260,0,0,0,0,0,0,11634,426,350,1002,12451,457,377,1090,1,12,"2018-06-13",520,2,51,"2017-11-16",1,NA,NA,52,57.1,0,24,48.6,2.76,2.85,12,6,61,27.4
410,"087",500541638,"2006-08-18",8,"2018-06-14","2017-11-11",NA,215,32.6,3.6,3.06,8.67,655,9.6,10369,431,343,925,10648,434,350,947,1,81,"2017-11-11",2600,10,0,NA,NA,NA,NA,NA,59.5,51.9,66,42.8,3.98,3.3,9,71,62,12.8
32,"237",500956323,"2012-10-16",4,"2018-06-14","2017-11-09",NA,217,41.2,3.22,2.89,8.68,87,9.3,11840,418,363,1060,11677,409,358,1045,1,81,"2017-11-09",2600,10,82,"2018-01-30",1,NA,NA,83,0,43,43,46.8,3.61,3.12,11,22,68,34.2
227,"280",501033169,"2014-06-01",2,"2018-06-14","2017-10-13",NA,244,36.4,3.35,3.43,9.18,371,7.9,9918,396,343,919,10323,411,360,971,1,81,"2017-10-13",2600,10,0,NA,NA,NA,NA,NA,0,68.5,34,40.6,4.4,3.4,9,539,118,28
564,"395",501053730,"2014-10-23",2,"2018-06-14","2017-09-23",NA,264,19.6,5.17,2.94,8.04,660,13.1,9823,387,300,854,10613,420,327,941,1,81,"2017-09-23",2600,10,63,"2017-11-25",1,NA,NA,64,71.4,45.2,84,43.4,3.79,2.91,13,186,49,27
152,"294",501059905,"2014-10-22",2,"2018-06-14","2018-03-12",NA,94,41.4,4.36,3.11,8.93,22,10,10790,494,346,979,10786,507,359,1022,1,81,"2018-03-12",2600,10,0,"2018-07-09",2,NA,NA,56,91.3,0,35,42.2,4.35,3.06,9,9,85,19
121,"239",500956325,"2012-10-19",3,"2018-06-14","2018-03-22",NA,84,57,2.54,2.64,8.47,81,10.2,14284,432,381,1203,13710,423,377,1193,1,82,"2018-03-22",2600,10,80,"2018-06-10",1,NA,NA,81,84.1,0,84,57,3.01,2.55,11,81,52,29
573,"284",501033177,"2014-06-24",2,"2018-06-14","2017-10-16",NA,241,46.2,3.4,3.01,8.72,65,8.5,12200,436,375,1091,12698,453,393,1152,1,82,"2017-10-16",2600,10,0,"2018-07-17",5,NA,NA,79,99.4,118.2,182,47.8,3.74,2.85,13,37,50,34.2
373,"286",501041350,"2014-07-26",2,"2018-06-14","2017-11-03",NA,223,28.4,4.44,3.25,8.82,67,8.9,10833,453,359,985,11024,464,373,1028,1,82,"2017-11-03",520,2,62,"2018-01-04",1,NA,NA,63,84.9,0,43,47.6,3.94,3.28,12,144,56,24.2
257,"319",501106075,"2015-10-02",1,"2018-06-14","2017-10-19",NA,238,39.4,3.7,3.14,8.98,15,7.2,10322,408,317,892,11240,448,353,997,1,82,"2017-10-19",2600,10,105,"2018-02-01",1,NA,NA,106,0,85.8,238,39.4,3.97,2.83,13,15,0,0
483,"327",501127671,"2016-03-01",1,"2018-06-14","2018-03-07",NA,99,23.8,3.3,3.05,8.83,70,10.4,7251,272,248,661,7914,306,278,749,1,88,"2018-03-07",2600,10,81,"2018-05-27",1,NA,NA,82,0,0,73,25.4,4.17,3.62,9,15,0,0
258,"282",501033173,"2014-06-21",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
245,"290",501044715,"2014-08-28",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
15,"295",501059906,"2014-10-23",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
157,"333",501144515,"2016-06-10",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2017-07-03",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
449,"351",501172229,"2016-12-06",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2018-02-26",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
73,"371",501216872,"2017-10-10",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
91,"369",501217227,"2017-09-07",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
42,"374",500995745,"2013-11-17",2,"2018-06-14","2016-12-24","2017-11-14",325,0,0,0,0,0,0,9155,348,288,807,9212,354,298,835,1,12,"2017-11-14",520,2,0,"2017-04-10",1,NA,NA,108,85.6,41.8,28,42.3,3.83,3.04,14,25,66,22.4
213,"298",501059811,"2014-11-22",1,"2018-06-14","2016-12-06","2018-04-22",502,0,0,0,0,0,0,8937,364,300,833,9574,399,334,926,1,12,"2018-04-22",520,2,285,"2017-09-17",3,NA,NA,173,0,0,103,34.4,4.49,3.4,6,80,0,0
260,"314",501101060,"2015-08-24",1,"2018-06-14","2017-07-23","2018-06-13",325,0,0,0,0,0,0,8547,328,271,771,9689,378,313,904,1,12,"2018-06-13",520,2,111,"2017-11-11",2,NA,NA,70,0,89.3,146,31.8,3.49,3.1,10,56,0,0
417,"259",500981875,"2013-08-25",3,"2018-06-14","2018-01-28",NA,137,38.6,3.47,3,8.7,13,8.8,9594,376,324,873,9366,369,324,878,1,21,"2018-01-28",2600,10,92,"2018-04-30",2,NA,NA,61,72.6,0,111,39.6,3.86,3.28,9,53,0,11.2
18,"238",500956324,"2012-10-17",4,"2018-06-14","2018-03-12",NA,94,30.2,3.53,2.89,8.59,224,7,9830,458,313,890,9435,448,310,882,1,81,"2018-03-12",2600,10,0,NA,NA,NA,NA,NA,76.4,0,35,42.6,4.75,2.97,9,91,69,21
110,"291",501046080,"2014-09-20",2,"2018-06-14","2017-07-26",NA,323,29.4,3.4,3.43,9.45,25,9.4,10754,380,349,993,11736,420,387,1116,1,81,"2017-07-26",2600,10,216,"2018-02-27",2,NA,NA,113,91.4,60.3,54,46.4,2.87,3.01,10,21,66,27.6
4,"325",501115604,"2015-12-05",1,"2018-06-14","2018-01-15",NA,150,33.2,4.21,3.23,9.24,77,9.2,8215,355,263,734,8992,401,297,833,1,81,"2018-01-15",2600,10,142,"2018-06-06",2,NA,NA,119,0,0,150,33.2,4.61,3.13,8,77,0,0
480,"269",501008802,"2013-12-06",3,"2018-06-14","2018-02-03",NA,131,46.6,2.37,2.97,8.3,204,7.1,13674,446,463,1208,13353,441,470,1228,1,82,"2018-02-03",2600,10,0,NA,NA,NA,NA,NA,0,0,41,60.4,3.43,3.35,7,34,58,27
123,"329",501134215,"2016-04-10",1,"2018-06-14","2018-04-07",NA,68,30.2,4.06,3.01,8.93,46,11.1,0,0,0,0,0,0,0,0,1,88,"2018-04-07",2600,10,0,"2018-08-05",2,NA,NA,66,0,0,68,30.2,4.45,3.29,11,46,0,0
63,"276",501010771,"2014-02-18",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
526,"285",501041349,"2014-07-25",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
495,"287",501044712,"2014-08-08",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
298,"297",501059908,"2014-11-07",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
261,"344",501157112,"2016-08-25",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,"2017-12-31",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
93,"365",501206928,"2017-06-24",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
56,"374",501229861,"2017-10-22",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
372,"386",501237728,"2018-02-06",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
375,"345",501160486,"2016-09-09",0,"2018-06-14",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,NA,0,0,0,"2017-10-10",1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
19,"178",500758655,"2009-10-19",6,"2018-07-15","2017-03-31","2018-05-14",409,0,0,0,0,0,0,9142,325,261,783,8983,323,258,771,1,12,"2018-05-14",520,2,225,"2017-11-11",3,NA,NA,105,43.1,69.3,107,39.2,3.8,2.4,3,21,103,8.5
527,"316",501101062,"2015-09-05",1,"2018-07-15","2017-09-03","2018-06-11",281,0,0,0,0,0,0,7995,393,279,737,9097,451,323,861,1,12,"2018-06-11",520,2,65,"2017-11-07",1,NA,NA,66,0,0,104,31.6,4.61,3.41,10,22,0,0
12,"308",501134244,"2015-05-10",2,"2018-07-15","2018-04-03",NA,103,43,3.16,3.07,8.4,32,9.7,11999,399,381,1035,12370,425,404,1109,1,21,"2018-04-03",520,2,0,"2018-08-10",2,NA,NA,45,101.8,0,72,50,3.22,3.09,9,23,0,17.2
254,"189",500793061,"2010-05-13",6,"2018-07-15","2018-04-21",NA,85,35.4,4.13,2.91,8.81,44,9,10887,428,344,995,11075,435,351,1012,1,81,"2018-04-21",2600,10,0,NA,NA,NA,NA,NA,61.4,0,54,46.4,3.83,3.05,8,28,67,23
543,"298",501059811,"2014-11-22",2,"2018-07-15","2018-06-23",NA,22,40,3.99,3.04,8.97,131,7.6,0,0,0,0,0,0,0,0,1,81,"2018-06-23",2600,10,0,NA,NA,NA,NA,NA,0,0,22,40,3.42,2.87,7,131,62,23.2
497,"336",501150340,"2016-07-05",1,"2018-07-15","2018-05-08",NA,68,31.2,3.59,2.6,7.76,878,7.3,0,0,0,0,0,0,0,0,1,81,"2018-05-08",2600,10,0,NA,NA,NA,NA,NA,0,0,37,33.4,3.52,2.77,9,17,0,0
50,"244",500956317,"2012-12-20",3,"2018-07-15","2018-02-20",NA,145,23.4,2.89,2.51,7.83,52,9.7,8707,316,254,736,8403,308,251,728,1,82,"2018-02-20",2600,10,0,NA,NA,NA,NA,NA,43.4,0,24,41.2,3.67,2.87,9,35,141,8.2
268,"262",500987010,"2013-09-26",3,"2018-07-15","2017-09-07",NA,311,18.4,4.9,2.88,8.38,532,9.8,11213,439,361,1007,11774,460,379,1066,1,82,"2017-09-07",2600,10,179,"2018-03-05",2,NA,NA,158,73.7,75.1,43,49.6,3.92,3.23,12,41,62,26.4
25,"279",501028139,"2014-05-14",2,"2018-07-15","2017-10-09",NA,279,24.2,4.87,3.53,9.22,436,12.7,10086,468,362,948,10475,485,378,998,1,82,"2017-10-09",2600,10,214,"2018-05-11",5,NA,NA,64,0,60.2,38,42,4.02,3.42,13,63,54,20
55,"313",501098029,"2015-08-05",1,"2018-07-15","2017-11-30",NA,227,29.6,3.08,2.71,8.15,149,11.9,8953,316,256,729,9460,339,278,793,1,82,"2017-11-30",2600,10,0,"2018-06-18",4,NA,NA,102,0,0,137,34.8,4.06,3.02,11,135,0,0
197,"256-10",501055271,"2014-08-06",2,"2018-07-15","2018-06-10",NA,35,48.6,3.61,2.68,8.43,37,10.1,0,0,0,0,0,0,0,0,1,82,"2018-06-10",2600,10,0,NA,NA,NA,NA,NA,91.8,0,35,48.6,3.75,2.85,10,37,64,26.8
566,"326",501115606,"2015-12-08",1,"2018-07-15","2017-12-23",NA,204,28.8,3.77,2.98,8.66,137,10.4,8545,351,271,754,9154,385,302,839,1,82,"2017-12-23",2600,10,61,"2018-02-22",1,NA,NA,62,0,0,114,31.2,4.49,3.25,11,78,0,0
295,"258",500974940,"2013-07-04",3,"2018-07-15","2018-01-04",NA,192,34,3.1,3.21,8.87,357,9.8,10558,373,363,965,10291,365,362,968,1,85,"2018-01-04",2600,10,143,"2018-05-27",3,NA,NA,52,59.7,0,39,43,3.79,3.34,9,279,35,23
143,"301",501059814,"2014-12-05",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
217,"359",501184511,"2017-03-13",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
347,"364",501200371,"2017-06-04",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
273,"370",501216871,"2017-10-09",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
470,"366",501218269,"2017-07-23",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
559,"383",501229816,"2018-01-06",0,"2018-07-15",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
401,"230",500932239,"2012-09-16",3,"2018-07-15","2017-06-04","2018-07-13",404,0,0,0,0,0,0,10842,339,326,973,11139,351,339,1018,1,12,"2018-07-13",520,2,191,"2017-12-12",2,NA,NA,80,60.8,66.2,42,46.8,3.02,3.06,10,12,101,24.8
343,"379",501004764,"2014-01-05",2,"2018-07-15","2017-09-03","2018-06-13",283,0,0,0,0,0,0,12346,473,382,1118,13026,499,404,1193,1,12,"2018-06-13",520,2,65,"2017-11-07",1,NA,NA,66,65.5,0,47,48.8,3.73,3.33,12,57,58,23.2
